"json_extract( `ai_response`, '$.data.content')"
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n\"" stop! \"" Doughs shut at them with a land voice. The man looked at\nhim, continued to assaulting. \"" I have called phinman. Daylar said, listening to the\ncought\nword. the man tried to run. seeing this, Doughs immediately him, didn't leave him\nruning. It didn't take long time before police got, Daylis the man to the police\nThe woman who saved by Pangles made a simely a attitude to Dangles.\n\"" My nume is lemi thinks to saving me. \"" Dangles didn't say to much. he most\nsay to\nwere back to the bus, there wre many passengers waiting to him.\npassengers conveys\n  Two weeks after the assault, Douglas visited Terri at her home. _ lervi is already recovered she\nshowed her attitude to Dayle again and ask him? Why did yous save me, you\ngirl a bus driver you had many passages on the bis \"" without thinking\nto much at. that time, There was only one thing in his mind that He must.\nto save her or she would die. Though it's not on my rate, I condue see a people\ndying in front of me, You need my help. \"" listening his words. Terr was so tuched\nthat tewing welling up in her eyes. It was not until that the slermlized that\nIt doesn't matter what rate is\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few sieps over to them.\n\""\nsee\n  You are killing her! \"" shouted at the man, Douglas tried to stop\nhim. However, he failed. The man stopped assaulting the woman, instead, he\nturned to assault Douglas. Douglas went to great lengths to protect\nhimself from assault. but it didn't work. The woman came to prevent\nthe man from assaulting Douglas at the moment Dauglas was likely\nto die. The man pushed away the woman, and she was badly hurt.\n  Just at the moment, the police came and took the man away. It\nwas June Jurrett who called the police and rushed Danglas and the\nwoman, who called Terri to the hospital.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Her injuries were almost recover.\n- Terri expressed her appreciate to Douglas for his save at the risk\nof hurt. Douglas told her it. didn't matter. and it was her who\nsave him when he was nearly to die - under the man's assault.\nThey looked at each other and laughed. Since then, they have\nbecome good friends. Douglas often came to Terri's house to take\nher around as she was not convinced. There won't be a warmer\nthing than helping a person who you never see before.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\nTo stop the man from attracking for the woman. Danglas tried\nto spreate from two of them, to let the wo men out of danger.\n  As fast as he could. rushed there and pushed the man\nto one side and let the women behind him to stop her for\nthe second attrack With the man's appiontment. not to take on the\nbusiness, Danglas refused and fought for the man to got the woman's wallet.\n  When Terri saw this. she get down the bus and let the women\nto some where safe. Finally, the woman get her wallet\n  Two weeks after the assault, Douglas visited Terri at her home. _ - After for this. Terri said\nsorry for Danglas of her impoliet. Thanks for his help to the\nBecause the woman was her best friend. Because his bravery,\nso her can release the danger.\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siic nearby. Dougias ran the few sieps over io them.\n  His heart punding rapidly, he was aware that he was doing\nsomething dangerly. Shouting in his loudest voice, he ordered\n\"" Stop? This incident is not allowed by the law. \"" To\nhis astonishment, perhaps that his old body was thought\nto be no threat for the young man, the young man was\nstill attacking the woman without interruption. Without\nhesitation, having the defination of killing the man, he went\ntoward the man to preserve the woman. Finally, with his\nkind agency, theman was hitted to the road, and the woman who\nnamed Terri\nate and sound.\n\"" Wo beeks after he assaul, bouglas visited terriat her home. He knew that it must be\na shock for a lonely woman who had no choice but to\nuse walker to walk. And it was necessary that he take\ncare of the woman. \"" How are you? \"" he asked. I'm\n'm\ntime, thank you, \"" with gettinde, ferri answered. If he\nhadn't given her a helping hand, the end of the assault would\nhave been greatly different, as all of the people withessing\nthe attack known. She said You are the light which brings\nmade\nmy life bright. Your unselfish out come really\nmy entire word upside down. You accurred to me that kindness is\nin all places\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few isieps over to them.\n  Douglas shouted to stop the man and stood in front of the\nwoman to protect her. Dauglas could feel the anger growing\nbubbling up inside him, his hands culling into fists. Looking at\nhis performance, the young man took a knife on his hand\n  With the young man walking nearly, Donglas was almost frozen\nwith fear. But he told himself to calm down. Donglas took a deep\nbreath to get the woman's wallet, but the young hurt him and\nran away. Douglas was rushed to the hospital. The bus passengers\nand people who walked by mithessing the attack gasped\n  Two weeks after the assault, Douglas visited Terri at her home. _ To Terri's surprise, she\nwelcome him with happiness and asked him about his injury.\n  Dauglas answered patiently smile, tolding her the man\nwho staned at her and stole her wallet was punished. Listening\nto this, Terri thanked for Douglas genuinely, if he didn't\nstand out to help her on that day, the consequence couldn't\nknow how much. Douglas accepted her thankness, a smile creeping\nacross his face. On the way home, Douglas knew that being\nhelpful and brave could bring more meaningful things!\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siie nearby. Douglas ran the few steps over to them.\n\"" Step! \"" Douglas shouted at the man. However, the man looked at\nhim up and down, continuing his assault. Without hesitate, Deuglas\ncalled the police. Hearing his call the man stopped his attack and wanted\nto run away. At that moment, Douglas dragged him and prevented\nhim from running. Meanwhile, he pulled up the woman and gave her\nwallet back. It wasn't long before the police arrived at the\nsidewalk. After the police took the man to the police station, Douglas\nsent thewoman to the hospital and had a check. Fortunately,\nthe woman didn't get injured greatly.\n  Two weeks after the assault, Douglas visited Terri at her home. _ With the door opened, Terrigare\nDouglas a big hug. To her excitement, Terri expressed her gratitude\nfor Douglas. \"" I was so scered at that time, I really didn't know\nill\nwhat to do without you. \"" Terri said, with tears in her eyes. \"" I prepare\na present for you please receive it. \"" She gave a gift to\nDouglas. \"" Sorry, I can't accept it. I believe that whoever spotted\nthe assault would help you. Otherwise, I visit you to check that\nwhether you have been recovered, not for gift. \"" Vltimately, Danglas\ndidn't accept the gift because be did every thing just for his\nheart\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few steps over to them.\n  Doughs. shouted loudly \"" Step what you are doing, Now! \"" Dong los used the stick to\nattack the man in order to stop his action. The man was angry and shouted\njust\n\"" It's none of your business driveing your bus! \"" But Daughs still attacked the\nyoung man in which made the man toturn around to hit back. Doughs found\na chance to hit his leg and made he fall down. The other passengers saw this\nand rushed to centrol the man. The police who was called by passengers arrived\nimediately and charge the man. The womon said her name is Terri and expressed\ngrateful to Danglas\n  Two weeks after the assault, Douglas visited Terri at her home. Douglos hand there were many\nmonted\n_ joundlists there. They known the brave story and to take a\n- jound. Terri said \"" I'm so depair that time because no one help. But Dangles\nrushed out and help me. \"" One of the joundlists asked \"" Someone may\ngo\n  Say it's not on route, what's your thought that time? ' Douglos unswer\nvirus\n\"" It is nessary to help a person who was in danger. \"" This interview went\nquickly on internet. People all prised Dangles's brave action and rised\n  I\ntheir mind to help people. It made a good social enviroment\nown\nthen on.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few steps over to them.\n  With the stick in his hand. Douglas ran towards the man and tried\nto stop him. \"" Please called the police soon! \"" shouted at Douglas. June\nJarrett, who nearly cried around, immediately called 110. Donglas remained\nto struggle with the man. Though the man wanted to run away and\nkept assault Doughs, he still caught the man. It wasn't long before\nthe policemen came. The policemen sent the man to the police dfice\nand returned thewallet to the woman. Douglas knew the woman\nwas called Terri from their conversation.\n  Two weeks after the assault, Douglas visited Terri at her home Surprised as Terri when she\nsaw Douglas. As Daglas had saved her life, she treated him\nenthusiatically. Douglas asked Terri if she was feeling good in\nthese days and Terri said everthing was all right. They talked\nto each other happily and had a nice day. Terri showed her\ngreat cratitude to Daughs who brough a light to her life with his\nbravery -\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few is steps over to them.\n- Don't assault her any more! \"" Douglas shouted at the young man\nwith a land voice. The young man however, didn't notice him.\ncontinue to assault the woman Dauglas tuied to warn him\nagain but in vain. Angry as he was Douglas hitted the man\non his face, making the young man tell to the ground. People who\ngathering around soon sent the woman named Terri to hospital.\nThe young man was controled by twostrong man and was\nlater caught by the police.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Seeing Terri was healthy\nas before. Douglas was relived. Tears welling up in her eyes.\nTerri was too excited to say a single word. she hugged\nDaughts tightly in her arms. Terri went togreat length to\ncontrol herself, told Douglas to wait for a while. After preparing\na big dinner, Terri and Douglas ate a lot, having a good time\nby talking and laughing Before Daughs was going to leave. Terri\ngave him a flat with words \"" A man with bravey and kindness\non it. You saved my life. You deserve it \"" Terri said\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siie nearby. Douglas ran the few steps over to them.\n  He lit his first to the man. The man saw the action of Douglas, he stopped\nassoulting the woman, ready to fight with Dauglas, They stared at\neach other in seconds. Suddenly, the man started to run away with\nthe woman's bag. Donglas began to chasing him as well. Utimately,\nde\n  Doughs reach to the man and him fell down the ground.\nDaughs controlled the crucial man before thepolice came. All the\npassengers cheering for him. The woman lied on the ground were sent\nnamed Terrl\nto hospital immediately.\n  Towards of the teach the teacher were\n  Terrible to think was Dang up his face on Terrible.\nTerri was moved, teurs welling up in her eyes. She thanked for\nfor\nthe aid of saving her. without Daughs, she might pass away\nalready, Doughs said he just did what a man should do. Later,\n  Danglas were praised as the most brave bus driver of MARIA.\n  Everyone should great lengths to help others who needs of help.\n  All of us should learn to Douglas.\n"""
"""  He grabbed a neavy four-foot-long stick from a construction site nearby. Dougias ran the few sieps over to them.\nDouglas run asfast ashe could and called gill as\nquickly as he could. Douglas crashed against the man as\na high speed. to make time for the woman to let she\nescape. As they fight with each other the woman called on\nmany people around the road to help Dongles. More and\nmore People joined in the violence. Finally, the muscular young\nlost. Lying on the ground Dangles was about to leave when the woman\ncalled he. and asked his name and told her name is Terri.\n  Two weeks after the assault, Douglas visited Terri at her home. _ She suffered a minor injuries.\nand so did Danglas. They hugged each other with thankness. The\nwoman gazed at the man with are and expressed the gratitude\nto Danglas with tears welling up. Doughs watched her teared\neyes and kissed her head. In this society. when you are hurt,\nyou must could be helped by people like me in here, because it\nis a harmonious society we lived in, and the bad mans will be\npunished fairly\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  Having butterflies in his stomach, he screamed at the man who\ncontinued to assault the woman to stop and held the stick\nto move around him. Instantly, the man gave up\nattacking the woman and looked out of the road It seemed\nthat he was frightened so he ran the direction. But\n  Pouglas ultimately grabbed the man and took him to the police\nstation. Luckily, the woman was safe and sound. She expressed\nher gratitude towards Douglas and introduced herself that she\nis ler\n  Two weeks after the assault, Douglas visited Terri at her home. _ _ Terri was surprised to\nsee Douglas that she immediately served him as a host.\nDouglas asked : \"" Are you fine? \"" Terri nodded thankfully,\nadded : \"" If it wouldn't you that I wouldn't be safe and sound.\nYou are very brave \"" Common driver as Douglas was,\nhe was also willing to help others and brave. He just\nfollowed along with his catchphrase. \"" Don't forget to show love\nbeing\nand indifferent is not on his route \"". Douglas was\nfirmly hopeful that everyone can cooperate with each other and\n- show more love\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few isieps over to them.\n  Douglas hurried to the man and used the stick to hit him, the\nman turned back and he quickly used the woman's bag to guard\nagainst the assault. He then took out a knife, pointed it to\nthe woman and said, \"" don't get close, or I'll kill her. \"" He\npulled the woman slowly to move away, but Dong as won't give\nhim the chance. Ponglas began to more immediately he saw\nthe police, he attached the man's attention and made\nchances for the police. There is not doubt that the\nman would be caught\n  Two weeks after the assault, Douglas visited Terri home. Terri was afraid of\nwhat happened two weeks ago yet, Douglas told her not\n  Don't\nto be afraid, worry, you are safe now. \"" Terri smiled\nweakly, she new that it was Doughs who saved her,\nshe wanted to express her appriciation. him but she was too\nweak to do this. \"" He almost wanted to killyou, the police will\nhelp you. \"" Douglas said, \"" we should prevent these events from\n. Terri\nhappening, the world will be more beautiful. \"" finally realized\nthat the world is full of hope.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few is steps over to them.\n  He helped the woman to fight the man. June Jarrett was surprised\nso that she walked back. Muscular as the young man is, he continued\nhis assault harder. Douglas felt that it was difficult for he\nand her to get over the young man. He thought that they must\nhim\nfight against in wisdom. Thinking of this, Douglas managed to find\na chance to fight against him unintentionally. I ultimately, he\nsucceeded, the bus passengers clapping their hands. He took the wallet\nthe\nfrom the man, and returning back to woman. Soon, the woman was sent\ndriving.\nto the hospital while the man was taken by the police. Douglas continued\n  Two weeks after the assault, Douglas visited Terri at her home. At this moment, Terri had already\nrecovered. It is grateful for Terri. to thank Douglas. When she saw him,\ntears\nstarted to well up in her eyes. Then Terri showed gratitude thanks\nto Deuglas, they hugging together tightly. Douglas expressed that it that\nwas what he should do. At that time, Terri realized that it is kindness\nand brave that helps people get along with better. They all learned from\nthe incident that it was kind and brave that mattered most, which\nbuilds a bridge between people\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n  He shouted at the man \"" Stop, You're killing her. \"" The man stoped\ncontinuing his assault. Peouglas immediately stood in front of the\nwoman to keep her safe and let Jarrett call the police. Staring at\nthe young man, he didn't feel afraid. A sense of responsibility\nsprung up his mind. He tried to calm down the young\nman and let him to hand in the wallet. No sooner, the police\ncame, they took theyoung man to the police and quickly sent the\n  They\nwoman to the hospital. gave Daughts a list of the woman's name\nand address. Douglas decided to visit her after she was cured.\n  Two weeks after the assault, Douglas visited Terri at her home. Surprised at seeing him, Terri's\ntears poured down her face. She showed great thanks to him. She\nsaid \"" You are my hero. I didn't know how I would be if you didn't appear. \""\nsound\n  Daughs also felt happy to see her safe and It made him\nfeel like he was saving the day. He hugged the woman tightly. A few\ndays later, word of Douglas' acts of kindness spread through social media.\nPeople praised him for his kindness and bravery. As for Doughs, he\ncontinued to drive his bus and spread the act of love and kindness.\nwhen being trapped\ntolearn\n  He also wanted people to protect themselves in trouble. He wanted to\nkeep a peaceful and helpful society,\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\nlooking at Deuglas grabbing a heavy four-foot. long stick, the man\nimmediately stopped and started to run away with wallet on his hand.\nBut, at that time, Douglas threw the stick and hit the man's feet. It was not\nman\nlong before Daylas hit down the Looking at the scene, people on the bus\nquickly called the police and doctor. For a while, the woman Terri was\n  Luckily\nsent to hospital and the man was taken by the police, the woman\njust suffered slight injuries and Douglas's kindness and bravety was quickly\nspreaded online.\n  Two weeks after the assault, Douglas visited Terri at her home. Looking at the injuries on her face,\na wave of guitar swept over Douglas. I'm sorry for being late to save you, \""\nThe womas let Douglas sit down and smiled with kindness Though suffered the\nassault, but ultimately I'm fine and it is my duty to express my gratitude\nto you. 'After the woman expressed her gratitude to Douglas. The woman looked\nat Douglas and memrized what Douglas do, it was not until then that she\nrealized that not on his route!\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction site nearby. Dougias ran the few steps over to them.\n  Danglas witnessing the asped. He rushed towards the women\nHe fighted with the young man and called the police. At\nthat moment, the young man wanted to run away. Douglas did\nlet him go. It was not until than that the police\ncame. and caught the young man. Then Douglas and the young\nwoman was sent to the hospital as they suffering the young\nman's assault. After Doughas went home, the words \"" You are\nkilling her' came to his mind. A sense of guilty washed him, he\nwanted to say sorry to the young woman.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Allowing for the civilization\nhe took a lot of gifts. When Terri opened the door, he felt\nhervious. After he saw Terri was all right, a sense of happiness\nwashed him. Terri invited him to come in, Danglas told her\nwhat happened atthat day and how he felt at that day.\nI'm sorry that I didn't stop the car quickly. \"" You saved\nme. You are my hero. \"" Years welling up in her face. Kindness\nis very important for everyone. Althouth it is not on his route,\nthe one thing he only know is that the woman need\nan\n"""
"""  He grabbed a heavy four-foot-long stick from a consiruction site nearby. Dougias ran the few steps over to them.\n  Holding the stick in his hand, Douglas hit his like a shot. But\nthe man was still trying to steal the wallet. With anger spread over\nhis mind, he dragged the man feet to let the man keep away\nfrom the woman. The man screamed in pain and cannot help\nbut to run away with nothing. Douglas didn't chase him, he\nchecked the woman's injuries in urgency. \"" What's your name \"" I'm Terri\nthe woman said in a chocked voice. Douglas called 112 and sent her\nto hospital. Fontmatily, everythings was fine.\n  Two weeks after the assault, Douglas visited Terri at her home. Tears welled up in Terri's\neye. \"" Thank you for your kindness. \"" Terri said with gratiful. Douglas\nhugged her and said. \"" It was what I sould do? \"" Now, Tern was\nalmost be cured and the young was under arrest. It's vital for\nus to help people. It's not about the age it's about the kindness\nfrom our depest side The sun enger ged in the sky.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  The man shouted at Douglas violently. \"" \"" Mind your own business Douglas\ndidn't hear him, all he want to do is was to save that woman and set\nthe man the police. He lifted the four-foot-long stick and tasked\nthe man to stop his abnormal behaviour, but it didn't work. The poor woman\nsuddenly lay on ground with her eyes closed and didn't made any sound. Doughs\nran to the man, using his stick tohit him to extend the time so that police would\ncome. Moved by his behaviour, many people got off the bus gathered around the\nman to prevent him from expecting until the police came. Thanks - I'm Terri - -\nshe was sent to the hospital with him.\n  The woman weakly opened her eyes and tried her best to give him a smile when\n  Two weeks after the assault, Douglas visited Terri at her home. Terri wasn't badly hurt.\nShe showed her great appearance to Douglas. Douglas refused\ngiving\nher ideas him a gift. What made him pleasant was that no body\ngot badly injuried in the accident. They talled about the dangerous\nexperiences. Terri sad that Your brave behaviour and the helpful\nheart should be known by everyone. \"" Thanks for your praise. But I think\nthat's too small to mention. Giving somebody in trouble a helping hand is normal.\nThat's what I insist on doing for years. \"" Douglas smilesd \"" If you want to give\nme something. just spread the kindness and help to the next people. \"" Temi did as\na warm place.\nhe said. More and more people followed Douglas to help others and made Atlanta\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n  As fast as Daylas could, he tried touse the stick to\ndivid the man and the woman and shouted, \"" Stop it! ' But\nwhat made the man angrier, Don't move, or I will her.\nwith the hopeless of the woman, Dauglas tried to calm\nhimself down and turned around to the bus. Using hand\nwords tothe passengers on the bus to let them ask the\npolice to come. Then, Danglas tried to talk with the man\nto calm him down. Rapidly, the police came and took\nthem to the police station\n  Two weeks after the assault, Douglas visited Terri at her home so excited that\nshe couldn't say anything but just thanked Douglas, It you didn't\ncome at that time, I can't imagine what will happen next, you\nare my hero that save my life! \"" Donglas smiled, \"" I did\nnothing and who saved you are the all passengers on the\nbus. \"" Then, Teni sent the story of Danglas to the\nInternet, all the people praised this modest and\nbrave man, who could stand out when others\ntry to hide, and try to study the spirit of Dauglus.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n  Touched by his performance, people on the bus immediately ran after him,\ncarrying all kinds of weapons. The young man was scared, trying to ran\naway but was caught by the passengers soon. Someone called the police and ambulance\nThe man was token away by the police and the woman was sent to the\nhospital. To express her thank, The woman told him that her name was Terri and\ninvited him to her home. The passengers who witnessed the crime explain the detail\nto the police, which made the police the young man immediately. After the\nmethods, the bus went as usual\n  Two weeks after the assault, Douglas visited Terri at her home. After knocking the door, Terri\nopened the door with smile on her face and led him into the room. She\nintroduced him to her family. \"" This is Douglas, who saved me two weeks\nago. \"" A sense of warmth went through him. He realized that a small kind\nperformance will lead to praise to him. Teri invited him to have dinner\nat her home. The family and Douglas had a good time together. Doughs\nknew that kind performance will benefit both him and others. He will do good\nthings as well in the future.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few sieps over to them.\n  He shouted \"" STOP! \"" The man staned at Doughs and left a smile Doughs\nwas so afraid that his kneers were shaking. Seeing thewoman lying on the\nground, Douglas was also very angry and he shouted \"" You're totally not a man \"".\nHearing this, the man stopped and turned around, walked towards Dangers.\nAs he came, Dought's heart pounded quickly with his palms sweating. But he\nmade up his mind to teach something to the man. Finally, he let the man go\naway and sent the woman to her house.\n  Two weeks after the assault, Douglas visited Terri at her home suffered serious injury.\nSee Douglas, she tried to stand up and thanked him a lot shesaid that she\nmight die without Daglas. With her tears rolling up her faces, she c\nDoughs a lot Danglas quickly stopped Tem and told her that he'd just done\nwhat he should do, if he didn't help, another person would also walk at, Looking\nat Terri, It suddenly accurred to Daugha that when some is in danger,\nwe should express our kindness and help, helping others is really great\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  He tried to stop the man from assaulting. but he was too old to stop the man\nand also became the man's assautor. And other people was motivated by\nhis action and come to help. Finally, they successed to prevent the man and cated\nhim. Doughs calle alled 110 \"" and 120 \"". When the police came, Pongles give the\ncomire in the bus to them and the police took the man to the Police station and\nthe woman who called Temi was sent to the hospital\n  Two weeks after the assault, Douglas visited Terri at her home. Tem looked better. When she\nsaw Dangles, she immediately gave him a long and was in the verge of tears\nWith tears in her eyes, Tem said gratefully. Than you so much. I might\nLost my life with out your help. \"" and Terri given Pongles some gids. But Dangles\nstopped her and said It is my job. \"" And your thanks is the best girl. \""\n"""
"""  He grabbed a heavy four-foot-long stick from a construction siic nearby. Douglas ran the few steps over to them.\n  Douglas went and helped the woman as quickly as he could. He\nfought with the muscular young man. Suddently, the young man brought\nout a knife which nearly hurt Donghas. Just at the same time,\nthe bus passengers got off thebus and the young passengers came\nto help Daughas. Another passager. quickly called the police and\ncalled 120. Finally, they let the musanlar young man fell\non the ground and the police caught him.\n  Two weeks after the assault, Douglas visited Terri at her home Terri was very glad to\nhis visit. That Terri said \"" Thank you for your bravy, you\nare the person who save my life. \"" Douglas smiled and answered\n\"" That the things I should do. \"" Terri wanted to give Douglas\nsomething to thank. him, But Douglas refused and went away.\nWe all can be the heros with our bravey. We should\nhelp everyone when they needed\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few isieps over to them.\nwithout hesitate, Douglas hit the man's body heavily and tried to stop\nhim. However, the young man didn't stop, even turned back\nDanglas. It was a hand fight that Douglas almost fallen down. At the\ndanger time, thepassengers on his bus had come to help, and kept the\nman controlled. Then, the police and doctors came. To their surprise, they\nsuch\ndidn't believe that an old man could come and stop the ussault with such\na bravey. Danglus was high praised by everyone. And the woman who\ncalled Terri was set to hospital.\n  Two weeks after the assault, Douglas visited Terri at her home. Seeing Douglas, tears poured.\ndown from Terri's eyes, She hugged Dongles and appriciated for his\nbravey. Teri had returned back to normal life. After that, she asked\n  Doughs, What made you come and help me, that was not on your route, and\nthe man was young and strong. \"" With simile on Danglas's lave, with\na heart of kindness and love, helping people in trouble just is my\nroute. \""\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over io them.\nHe used all his strength to bunch the man. With the sudden\nand strong pain, the man falled on the ground. Dougles got\nthe wallet. back, but when he was about to give the wallet back\nto thewoman, the man ran away. Thus the strong eager to\nthank Douglas, the woman told Douglas that her name is\nTerri and gave him her adress to invant him to have dinner.\nThen Douglas sent her to the hosptial nearby and back to work.\n  Two weeks after the assault, Douglas visited Terri at her home. _ _ Terri had been already cured\nShe propared a big dinner for Douglas, She thanked Dougles\nto save her through it was not his route. Dough told her\nthat it was what he must do and he didn't thought to be\npaid back. They finished the dinner in laugh and they all\nknow if everyone gives a helping hand, the world will become\nbetter.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction sile nearby. Douglas ran the few steps over to them.\n  He quietly followed and waited for thetum to help the woman. When\ntheman who attacked her stopped quickly pulled theman the\nground and bring the woman to rush to the bus he drove\nsafely. The woman moved with tears welling up. She said thanks to\nDaylas repeatly. Dauglas heron the shoulder and\nusiped away tears her face. Then, he done her to home safe and sand\n  Two weeks after the assault, Douglas visited Terri at her home. She was very happy to see\nhis arrive she hugged him with her eyes glittering and thank his help when\nshe was helpless\n"""
"""  He grabbed a neavy four-foot-long stick from a construction site nearby. Douglas ran the few sieps over to them.\n  Dauglas dashed towards them at his full speed. He went to great\nlength to hold the man's arms back, trying to stop him from\nattacking the woman. However, the muscular young man was so\nstrong that Dauglas could hardly stop him. Being fought back by the\nmuscular young man. Douglas felt caught in a dilemma. Seeing the\nwoman who fell on the sidewalk. Douglas took a deep breathe, bitting\nback thewords on the tip of tongue and tried again. and he did\nit ultimately. As the police arrived at the moment, Donglas took\nthe man to them, and then he took the woman who called Terri home.\n  Two weeks after the assault, Douglas visited Terri at her home. Seeing Terri safe and sound,\nDouglas lit up with relief with a smile creeping across his face.\nTerris thanked Douglas sincerely with gratitude. Remembering the\nassault two weeks before, Terri still couldn't help trembling\nwith fear and helpless and her hands curling into tists. Sensing\nher fear. Donglas patted Terri on her shoulders, trying to\ncomfort her, which slightly reduced Terri's trustration. It was\nDouglas's kindness that helped Terri is out of danger and brought\nhope to Terri.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction siic nearby. Dougias ran the few sieps over to them.\n  Seeing the man continue assaulting, anger broke out in his\nmind. As he reached the place next to the man, he hit the man\nwith the four-foot-long stick heavily, without doubt. You are really the\nrubbish in society! Dangles shouted at him angrily. The man wanted\nto fight against at first, but seeing Dauglas's stronger body than\nhim and people in the bus looking at him, he threw the wallet and\nran away rapidly. Douglas then helped the woman and gave the wallet\nto her. The woman expressed her graditude excitedly. Soon they got\nto know each other, Daughts knew that her name was lerri.\n  Two weeks after the assault, Douglas visited Terri home. _ _ Terri treated him with\nexcitement. Are you ok? \"" Douglas carefully. Sure, much better.\nI have recovered from the assault. \"" Terni smiled, words can't express\nher graditude to Danglas. She was moved that Douglas not only\nhelped her when she was in danger but also he can visit her\nto care about her, which made her think Daylas was the greatest man\nshe had never met. Thinking about this, tears welling up in her eyes.\nout of control, she touched his hand, saying loudly, \"" Daughs, you helped\nme so much, how can I thank you? \"" Kindness is all around our city,\nwe should keep it and spread it.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few is steps over to them.\n  The man saw Douglas coming, Wanting to assault him. But Douglas had\nthrown a heary four-foot-long stick to him. They began to flight. The bus\npassengers also jumped out to help Douglas. The man saw they have many\npeople so he ran away. Douglus picked up the wallet and returned it to the\nwoman. He also took her to home.\n  Two weeks after the assault, Douglas visited Terri at her home. He asked Terri \"" If you have something\nwrong. She answered \"" I'm fine. Thank you \"" Terri left Douglas. tohave dinner to\nthank. She told him. If you couldn't give me a help hand, I'm likely died.\nDouglas said \"" That is what I should do After seeing Tern' is fine, Dong las\nis happy to leave\n"""
"""  He grabbed a heavy four-foot-iong stick from a consiruction site nearby. Douglas ran the few steps over io them.\n\"" Stop! Douglas shouted, pushing the man over the ground. He turned\nthe stick to the man and forced him to returning the wallet. The\nman had no idea but to return it. Doughs called the police and\ntold them what had happened. Realizing Douglas was calling police,\nthe man was scard, he tried to run away, but he failed. Ten\nminutes later, the police came taking away the man. Thank you\nsaid the woman, \"" I'm so glad that you can help me, I'm Terri. \""\n  You're welcome, I'm Douglas. \"" Douglas took Ferri to the hospital and\ndecided to visit her few days later.\n  Two weeks after the assault, Douglas visited Terri at her home. Douglas was so glad that he\nsaw Terri's injuries had became better. Terris whole family held a\nparty to show thanks to. Douglas. \"" Thank you for saving my daughter\nsaid Terri's moon. Douglas was so proud, he realized the perfect feeling\nof helping others, His mood was as sweet as eating lots of candy. On\nthe way home, he dicided to help as more people as he can.\n"""
"""  He grabbed a heavy four-foot - iong stick from a construction site nearby. Douglas ran the few steps over to them.\n  He rushed there and tought with the man. He quickly\npush the man to the ground and made him hard to\nmore The woman was safe, she said to Douglas : \"" Thank\nyou for helping me. \"" Dough Youghs smiled and rent the man\nto the police station\n  Two weeks after the assault, Douglas visited Terri at her home.\n"""
